Date,EW_Nifty (buy-hold),EMA pillar (any of 4 MAs),Drawdown pillar (DD<=-10%),Zone pillar (any N-day low),Aggregate ANY,Aggregate MAJORITY (>=2),Aggregate ALL (3 of 3)
2018-05-28,102470.63522024172,97250.43513976308,93225.70502693973,94882.9641403624,94553.90910522171,94853.48095472256,95103.12008561133
2018-05-29,102074.76240900838,97022.01025798134,92842.3638726969,94773.67505640302,94205.74549001426,94666.80636020629,94993.57741933817
2018-05-30,102020.73694820848,96543.17908048986,92200.13112013415,93998.89836964071,93729.25436316212,94000.31501652418,94217.00302636613
2018-05-31,102660.45745467296,96403.27906033747,92169.02692111158,93811.0054462153,93627.3930990729,93933.36384642903,94028.67413696373
2018-06-01,102045.19433720947,96336.68653899035,92047.90670896736,91134.38552143937,93466.20833180282,93919.23474850036,91437.55808311353
2018-06-04,101281.04262117186,95453.1110837941,91400.22489323643,90787.98857106033,92713.33944630109,93101.3435952615,91638.26114051684
2018-06-05,100751.49689992686,94926.09889012626,90911.03268657168,90049.35563491294,92229.54976634237,92551.84649761108,90821.39209192741
2018-06-06,101960.07725600578,96033.27141638788,92128.0782323644,92054.4265900067,93399.74859885294,93631.73589438679,93168.65981533757
2018-06-07,102889.2227430632,97050.88873817891,93304.160391776,91778.26331023668,94348.48121349586,94914.2324091692,92889.15383589156
2018-06-08,103062.49206585407,97544.42379186535,93882.20064956073,90776.66604095644,94623.83148395951,95883.72127165651,91875.43316312956
2018-06-11,103514.72646276744,97911.38655901485,94277.10787462836,90605.66496717173,95048.93987141163,96183.90411354695,91702.36228037384
2018-06-12,103973.92492355347,97930.57393274608,94556.34932162237,88553.9173130248,95300.01322711777,96120.30416934064,89985.72302106695
2018-06-13,104299.3405566794,98287.64606379825,95145.21422159768,89721.34591232162,95863.47834046808,96477.75064070683,93231.27305033003
2018-06-14,103974.7633021802,98031.55104043423,94915.90357920591,88680.2722970415,95525.48990566125,96406.34373133749,92146.80248825005
2018-06-15,103979.93077203902,97523.9667900222,94481.75469803881,87102.4882290654,94989.85260621746,96066.76580092864,90507.33271627426
2018-06-18,103757.64588721906,97348.75650394715,94521.66117248811,86794.63373337634,94998.44840862043,95899.28444500174,90187.44415510046
