Date,EW_Nifty (buy-hold),EMA pillar (any of 4 MAs),Drawdown pillar (DD<=-10%),Zone pillar (any N-day low),Aggregate ANY,Aggregate MAJORITY (>=2),Aggregate ALL (3 of 3)
2020-01-07,120333.87780030064,90076.4509401827,100323.18093643809,38738.4617559318,95376.41550187409,92533.49724045879,44181.88027058485
2020-01-08,120114.26120654034,89573.58585794078,99618.6580312571,37725.90450287862,94899.3847126312,91730.82654147547,43027.50605086828
2020-01-09,121881.68553249634,90815.71959758642,101103.98782877786,38006.67390239997,96349.79531390592,92885.49889853172,43347.73126740753
2020-01-10,122295.69955137081,91239.44260420991,101534.32318520703,37861.37922271473,96725.34089280824,93392.22304831375,43182.01840592522
2020-01-13,123263.73578838934,92018.85318015283,102603.27900111362,38446.63727000388,97712.23640948886,94219.9769393077,43849.522450648685
2020-01-14,124010.0954065929,92586.3388972387,102922.85766980797,38446.63727000388,97960.65301421967,94989.78694585056,43849.522450648685
2020-01-15,124234.1868107089,92253.45537648241,102751.4453362735,38446.63727000388,97810.338666574,94587.06196484323,43849.522450648685
2020-01-16,124511.83815013431,92099.95267445993,102241.76402703545,38446.63727000388,97426.792163596,94328.3652833767,43849.522450648685
2020-01-17,124850.07767301892,91904.00007318208,101903.16677502824,38331.297358193864,97251.96221419852,93941.58271304738,43717.97388329674
2020-01-20,123971.24560195465,91084.07567798281,100989.98888612777,38064.543355451315,96354.14590684151,93139.4673125659,43413.733084552405
2020-01-21,123329.91257747114,90692.6247437342,100275.75265848186,37989.73470333119,95761.74912874603,92680.54004386585,43328.41161293431
2020-01-22,123045.89410538596,89975.6368034544,99411.0009812476,35874.138440825474,95020.35221210723,91798.99735065326,40956.591974401934
2020-01-23,123934.67040422588,90653.87554267162,100391.38729156018,35988.31748596772,95795.96589828427,92557.82647548482,41147.534865901864
2020-01-24,124577.16742205332,91100.77838663472,100909.0144278221,35880.35253350982,96338.27849780927,92927.97244006746,41024.092261304155
2020-01-27,123858.02190878976,90237.12905884351,99926.19620481982,34548.29547512735,95342.40317725998,92148.6093538912,39619.93492887369
2020-01-28,123312.51292728848,89525.60542700959,99074.22425850616,34328.72239816438,94633.68121222827,91344.34708110262,38989.90340761469
2020-01-29,124362.13258105214,90136.7894046122,99617.872494718,34613.1943666651,95165.91407141913,91986.24270154216,39425.42732734861
2020-01-30,123239.18795042564,89185.13149755864,98229.83353777975,34509.3547835651,94129.25353045139,90720.3971101232,39307.15104536657
2020-01-31,122337.138842135,88252.54891837148,97089.12211555609,34027.69960399437,93123.00568855285,89667.27866787567,38758.531895170614
2020-02-03,121111.09547849013,86230.06681461974,94884.6447525218,32987.4422226879,90989.39389670681,87613.31933354698,37581.10650510249
2020-02-04,123449.64561489638,88277.97961722252,97136.3187999612,33541.80843755299,93167.69748579896,89677.27990475667,38189.042263848474
2020-02-05,124378.53432746681,89056.49624875664,98133.21930058661,33499.74923419945,94066.65422013184,90514.10855118523,38141.16636820475
2020-02-06,124991.25320902198,89836.460304078,99295.07801188716,34234.905605808446,95117.42231305946,91323.97982910223,38978.179056942005
2020-02-07,125632.0550291963,89887.11542514422,99321.69649682964,34408.85150657814,95153.46125450786,91370.21626438701,39176.22530075403
2020-02-10,124932.11993131108,88496.53999457324,97132.15717531339,34305.6249520584,93535.35866487713,89450.62800473222,39058.696624851764
2020-02-11,125461.03920012868,88974.54189514852,97980.71633462328,34218.65003373398,94185.22029958214,90072.59150668711,38959.671262289434
2020-02-12,126398.36187132302,89086.59881882879,98117.64225558985,34493.94640552195,94306.92601780916,90173.40531080392,39273.110165752514
2020-02-13,126690.83251922837,88669.92447457068,97817.05709084848,34648.26502703439,94022.44988875973,89685.31348303972,39448.80975524092
2020-02-14,126423.85845435527,87585.40028596483,96609.64540012773,33472.60244692335,92928.83216785475,88493.25685164395,38110.25818785454
2020-02-17,125662.25931372555,86507.86262482754,95420.38405597588,32673.359364191856,91883.0055077777,87269.72199103553,37200.27933915125
2020-02-18,125228.34199150412,86312.43896596105,95146.68015126107,32622.626516260454,91643.57025850196,87053.32897916561,37142.51741471359
2020-02-19,126899.36607991045,87435.6353529372,96199.03920102536,33074.900260296075,92754.89593443263,88102.04031003689,37657.45404636978
2020-02-20,126638.5844862984,87431.03640667058,96596.5593638477,32935.70385139027,92893.58454877952,88300.73602244345,37498.97186409447
2020-02-24,124123.76891720749,85151.61405571936,93902.55804871426,31928.258695253644,90411.98229944755,85873.52143128577,36353.350343588914
2020-02-25,123595.37760049824,84694.06933248934,93351.47020682642,31632.841058064718,89959.44638422402,85319.62042828575,36009.5315058783
2020-02-26,122221.40291466987,83653.48957406117,92060.65165958182,31011.465996544674,88839.86348154924,84149.32738079535,35301.84523380066
2020-02-27,121701.56652809994,83283.25569598039,91597.05895829058,30898.960734318815,88401.72627216963,83781.88029499075,35173.77504522632
2020-02-28,117031.25706517481,80174.24189994177,88261.46020953551,29741.464143451074,85005.29662359002,80862.10400159411,33857.67389287078
2020-03-02,116411.79639352097,79438.70850414694,87543.4209253975,29411.939013926498,84387.73492037418,80087.91811309928,33445.51649239965
2020-03-03,118738.33611635714,81636.88978071601,90033.03309258744,30159.714226332104,86627.93254422066,82410.81230639681,34337.98579087163
2020-03-04,118162.88288274495,81413.75534836424,89410.30805277314,29015.556165180347,86246.09106787296,82022.45429028233,33035.33573113239
2020-03-05,118544.61269098746,81585.91675782623,89502.00788498837,29002.21070720476,86427.71601903313,82104.76231162544,33020.14140601459
2020-03-06,116095.43113555587,79430.49930043197,87131.02584117807,27947.293310943955,84231.68589649112,79828.46796398459,31819.077047648265
2020-03-09,110924.40086517719,75632.16984825615,82874.39190366457,26214.612644531564,80211.90934994338,75908.73266182753,29849.229507147564
2020-03-11,110394.60743473862,75056.11152218303,82174.10559881847,25991.41317018397,79601.04841949919,75286.82138239489,29584.919330054836
2020-03-12,101146.50745073568,68547.03111793037,74711.34502260227,23403.08497993239,72697.81853179424,68448.82863905336,26639.083461884926
2020-03-13,103380.41231281016,70681.73974035848,77149.8558507932,24085.85904907396,74961.79200389814,70682.93727931041,27416.26593568347
2020-03-16,96614.07854493285,65818.06390116143,71826.80565426992,22304.110705715997,69803.6018126051,65806.0801656473,25388.151170288384
2020-03-17,94580.82635150863,64617.16514568556,70510.55016387283,21881.086552612873,68529.98400047408,64600.156923890936,24906.63449879475
2020-03-18,88837.410034413,60937.55604999281,66502.71419546004,20552.273665535424,64627.56036602201,60928.26907330753,23394.08361078708
2020-03-19,85677.34787704107,58679.55598708929,64038.30479277019,19763.117165971737,62232.8296805304,58670.43341937362,22495.808634829227
2020-03-20,91063.63872950886,62139.490195312275,67809.1296857564,20815.575077843896,65902.27626484942,62125.17713153138,23693.7923123461
2020-03-23,78996.68984875326,53859.79143571939,58779.028623328595,15882.282071916914,57121.20977509596,53852.0046159904,18078.361585053863
2020-03-24,81569.80580567083,55176.28807246066,60215.88157397367,16219.61494403792,58517.425366559146,55168.41649864496,18462.33824590862
2020-03-25,85980.57174376979,58085.535578801435,63386.18963026928,17120.635165199532,61602.839042839376,58072.98038954908,19487.944596422123
2020-03-26,89478.4234873292,60691.665637974555,66227.66856885678,24662.210513830178,64366.7803401033,60676.27854708829,28072.310839013222
2020-03-27,88470.94791205718,60283.5427417601,65777.28613884012,26283.7299914888,63933.94402664473,60263.648442980106,29918.041528191323
2020-03-30,86135.81206262748,58457.02874315865,63689.071117092535,26204.87880151433,61996.82755273888,58350.47349565373,29828.28740360675
2020-03-31,89493.6036655976,60581.45864317553,66000.54527060744,26637.06037488184,64249.899886228704,60468.193364461345,30320.22771283666
2020-04-01,86301.01802978793,58615.92472862493,63859.354731433144,26482.15221208924,62165.345303667644,58506.483457034105,30143.90004362892
2020-04-03,84953.45735117869,57672.611526577006,62831.658371970945,27240.900014139806,61164.91084483581,57564.931505771834,31007.561641831453
2020-04-07,92231.98769642433,62608.80088680726,68224.69259156752,29400.185140177342,66414.88300491292,62491.904550691324,33465.41606709438
2020-04-08,92430.16005531557,62786.37430835635,68542.62208695326,29400.185140177342,66724.3787232194,62669.14642648215,33465.41606709438
2020-04-09,95501.18074680209,65503.158932693266,71643.4102770638,29400.185140177342,69742.9117066081,65380.8585663743,33465.41606709438
2020-04-13,94580.14682240775,64818.828982750885,71078.8556650491,29311.98458475681,69193.33314373634,64697.80632280398,33365.019818893095
2020-04-15,95064.10743606546,64938.07848238193,71149.8089749887,29836.611521510236,69268.65243965991,64810.703429879366,33962.18812360782
2020-04-16,95770.79807739759,65532.52345142295,71827.96860867173,30261.467486210913,69936.61495709453,65395.62055281301,34445.78989548459
2020-04-17,97617.37844561257,67525.63872369692,73939.46913161584,30261.467486210913,71950.79499722789,67428.08442503377,34445.78989548459
2020-04-20,96961.8245135373,66762.90965991381,73162.77799708454,30261.467486210913,71186.73951119241,66672.6232360234,34445.78989548459
2020-04-21,94053.87297223763,63894.3884532911,70218.74311807207,30170.68308375228,68381.32112901678,63742.729231988225,34342.45252579814
2020-04-22,95911.54813557604,65032.56602371222,71343.48939943172,30776.77655024667,69521.47092376591,64837.12673200418,35032.35192388267
2020-04-23,96757.21678792078,65771.99688133571,72080.9822174165,30776.77655024667,70240.2072178034,65574.2304216415,35032.35192388267
2020-04-24,94942.55974805777,64127.794579253474,70554.60682484596,30684.446220595928,68752.8118131472,63934.97196837064,34927.25486811102
2020-04-27,96956.7823591262,65471.7830234883,72020.64695025909,31914.271679075155,70181.41279886564,65274.91924192661,36327.13110908303
2020-04-28,97377.64286758668,66466.71839483865,72898.255526538,31914.271679075155,71036.60936229266,66266.86299260364,36327.13110908303
2020-04-29,98206.7531549534,67528.6968723931,74051.02853650854,31914.271679075155,72159.94332140045,67325.64826097124,36327.13110908303
2020-04-30,100974.42803777903,70245.01358886507,76793.21365316883,31914.271679075155,74832.09962369177,70033.79742256647,36327.13110908303
2020-05-04,96034.18811093408,65857.28716016313,72338.30406074987,31914.271679075155,70490.9577105525,65659.26422577788,36327.13110908303
2020-05-05,95097.06786702888,65311.75639871224,71747.11169026175,31818.52886403793,69914.86297170038,65115.37379308701,36218.149715755775
2020-05-06,95670.34563063909,65924.01786839929,72386.56027403282,31853.504404349962,70537.981576179,65725.79428483409,36257.96140412213
2020-05-07,94935.62332931923,65424.27607654988,71868.13757189446,31853.504404349962,70032.79814331973,65227.555141215824,36257.96140412213
2020-05-08,95745.32826951721,65296.60747824369,71847.2717031208,31757.94389113691,70012.46513866304,65100.27042313851,36149.18751990976
2020-05-11,95853.2410714947,65634.8718436039,72205.66814882193,31528.29080203782,70361.70900089572,65437.517678545955,35887.779772266294
2020-05-12,95826.67573291829,65887.13506982155,72428.5583688867,31709.192919420133,70578.9071406735,65689.02238727159,36093.69563969205
2020-05-13,96963.3282948498,67314.20266921115,73879.74378582633,31709.192919420133,71983.94469778388,67118.78112866539,36093.69563969205
2020-05-14,95309.76711184955,65993.96751300049,72561.9546260408,31709.192919420133,70702.23808582796,65797.04871431898,36093.69563969205
2020-05-15,95208.76546869082,65830.19979368524,72330.8410486154,31709.192919420133,70502.64020214678,65609.38274804817,36093.69563969205
2020-05-18,91982.0392644358,62821.6852142569,69227.33738517719,31614.065340661873,67526.45677646493,62556.474807625134,35985.41455277297
2020-05-19,92970.15265476142,63563.13681918373,70064.28211028692,31624.191809767774,68323.37081775621,63315.198869468186,35996.941231952165
2020-05-20,94721.74568902406,64767.575448797324,71432.89622395523,32377.814194389197,69666.68892802445,64508.277193395006,36854.7687095202
2020-05-21,95253.31044728705,65232.146214343644,71975.61167184879,32280.68075180603,70182.75087887084,64983.42656435199,36744.20440339164
2020-05-22,95017.58074963339,64718.708849567556,71421.57050350316,31917.812221842127,69647.08327912292,64467.178632037045,36331.161210806364
2020-05-26,95475.15402530621,65428.14133018785,72093.5519914826,30978.796133726646,70331.00426802188,65147.864080704625,35262.30521780324
2020-05-27,97382.45118468339,67229.46223274292,74012.57198185351,32402.100600036447,72165.49434513449,66980.4237238405,36882.41325209312
2020-05-28,98686.96342069753,68359.0013254814,75289.75106688243,32402.100600036447,73400.97276841299,68116.66867476853,36882.41325209312
2020-05-29,100222.72381793831,69472.73858712718,76562.49862873975,32402.100600036447,74641.92794849645,69226.30601460426,36882.41325209312
2020-06-01,102127.19831148938,71345.91532392491,78445.66153135205,32402.100600036447,76477.8517263962,71092.83823545105,36882.41325209312
2020-06-02,103233.57245557365,72387.37140925763,79567.70641112959,32402.100600036447,77580.84526661072,72118.95571762304,36882.41325209312
2020-06-03,104305.62692153062,73077.70324979536,80364.27061750504,32402.100600036447,78345.92105974931,72818.41038537049,36882.41325209312
2020-06-04,104257.42089184046,72622.91894802531,80068.87802026494,32402.100600036447,77976.16655004947,72452.08164988259,36882.41325209312
2020-06-05,105347.45957145614,74038.01826160707,81488.7550425516,32402.100600036447,79358.78852699844,73863.91139335155,36882.41325209312
2020-06-08,105734.76743330239,74716.23369459975,82162.0855869786,32402.100600036447,80006.76543039526,74541.41318383416,36882.41325209312
2020-06-09,104744.95623215518,73837.29911341963,81304.83325760782,32402.100600036447,79159.04595563216,73676.07590069517,36882.41325209312
2020-06-10,104644.19338974477,73934.21649468929,81209.73979116684,32402.100600036447,79066.6423472964,73778.1310556153,36882.41325209312
2020-06-11,102920.31692507306,72657.19705444682,79738.28444282473,32402.100600036447,77685.81665369448,72448.70312155609,36882.41325209312
2020-06-12,103500.47674801701,73253.63712820932,80532.33437734748,32402.100600036447,78426.88445068634,73072.71809343675,36882.41325209312
2020-06-15,102116.57518775687,71698.36995916281,78923.60515537907,32402.100600036447,76887.89088890758,71488.1865062093,36882.41325209312
2020-06-16,102375.7345643641,71915.67105845019,79189.5241025214,32402.100600036447,77125.27594150235,71729.54178075676,36882.41325209312
2020-06-17,102308.64084790711,71898.72749383368,79075.11616485694,32402.100600036447,77057.50843985684,71671.34032413534,36882.41325209312
2020-06-18,103770.29743093127,73263.6855599455,80554.53772500221,32402.100600036447,78460.93628582003,73071.92969195316,36882.41325209312
2020-06-19,105407.23586501599,74409.11638943311,81685.01067671822,32402.100600036447,79532.17788997767,74256.82517450114,36882.41325209312
2020-06-22,106759.07613286111,75599.77551235222,82919.4760195877,32402.100600036447,80745.64313296725,75432.0421008139,36882.41325209312
2020-06-23,109314.69246911892,77408.69788052833,85164.44839667121,32402.100600036447,82927.61673825726,77234.14644860847,36882.41325209312
2020-06-24,107634.18329378124,75728.46785383511,83653.80665147514,32402.100600036447,81503.7441500596,75484.35288648955,36882.41325209312
2020-06-25,107846.10418061852,75784.29482873256,83740.81980926126,32402.100600036447,81591.5960804941,75536.19147299339,36882.41325209312
2020-06-26,108385.64300290844,76579.06724596395,84312.63072497172,32402.100600036447,82148.7317147494,76328.36136730743,36882.41325209312
2020-06-29,107342.14947162579,75435.10315758124,83120.11178616554,32402.100600036447,81022.4450536307,75141.35862000847,36882.41325209312
2020-06-30,107155.54588453495,75353.2992331626,83040.0649272147,32402.100600036447,80922.2337175578,75086.17314069424,36882.41325209312
2020-07-01,107480.50739245726,75971.65585134646,83542.66718109926,32402.100600036447,81370.81844914937,75777.02626591329,36882.41325209312
2020-07-02,108609.5274813856,76714.87982928187,84474.24127636505,32402.100600036447,82259.06013636242,76532.29411673777,36882.41325209312
2020-07-03,109546.09521587683,76979.27195935872,85057.33170151463,32402.100600036447,82874.61121282232,76723.81973910981,36882.41325209312
2020-07-06,111210.36142153775,78227.74970744009,86531.17418868499,32402.100600036447,84256.64049319834,78032.92135641075,36882.41325209312
2020-07-07,111775.55053267122,78544.02950549797,86727.53371957029,32402.100600036447,84401.19899761866,78416.10683741624,36882.41325209312
2020-07-08,110789.01490503384,78300.73052620982,86197.42400313103,32402.100600036447,83925.60829779512,78123.53831714792,36882.41325209312
2020-07-09,111464.07812360866,78887.53347407898,86747.53927454459,32402.100600036447,84454.70460552993,78723.98782080648,36882.41325209312
2020-07-10,111186.82510231665,77802.56649054615,85948.9452873487,32402.100600036447,83701.6524393837,77605.088359288,36882.41325209312
2020-07-13,111643.1432225724,77854.87908184546,86052.6521723755,32402.100600036447,83811.39197082807,77642.80473164508,36882.41325209312
2020-07-14,110099.10208135373,76170.44376298075,84250.64204126186,32402.100600036447,82176.5804803895,75796.99380689798,36882.41325209312
2020-07-15,110531.89880114698,75954.74080932322,84511.69106408369,32402.100600036447,82431.65207391353,75564.45010244845,36882.41325209312
2020-07-16,111861.21722705527,76447.1209656658,85085.18453292848,32402.100600036447,82972.06579318456,76077.35824658266,36882.41325209312
2020-07-17,113433.43624922883,77700.83798667537,86706.93646273135,32402.100600036447,84525.96006203468,77353.29468921562,36882.41325209312
2020-07-20,114650.02696213496,78554.98796213177,87413.72727957764,32402.100600036447,85219.31015221297,78192.32492426554,36882.41325209312
2020-07-21,115208.10761996177,79442.14939833841,88446.40760215756,32402.100600036447,86215.48978455173,79089.40171162464,36882.41325209312
2020-07-22,114584.81036671146,79740.61450009333,88273.82998673579,32402.100600036447,86057.42935240253,79396.24874969038,36882.41325209312
2020-07-23,115520.22900000997,80312.91905305248,89096.76538584271,32402.100600036447,86848.31831949818,79966.0433726235,36882.41325209312
2020-07-24,115018.54885430152,79328.51885371984,88137.01089618605,32402.100600036447,85905.6824675947,78990.82182111422,36882.41325209312
2020-07-27,114606.645543107,78220.95268883277,87192.15994169199,32402.100600036447,85011.20573379355,77839.8344699557,36882.41325209312
2020-07-28,116646.71001355247,79744.0390509277,89136.39520015375,32402.100600036447,86874.75200385664,79387.76065820309,36882.41325209312
2020-07-29,116799.75195516752,80443.15201965837,89651.13759405183,32402.100600036447,87365.65343606027,80107.31823714997,36882.41325209312
2020-07-30,116213.52559198106,78813.03104777428,88197.70300893357,32304.894298236337,85959.6775409342,78429.79408351735,36771.76601233684
2020-07-31,116471.21130846026,79413.295359524,88748.8859643314,32356.90632831245,86474.78420360138,79077.1551869006,36830.969864921186
2020-08-03,114996.71622513812,78296.55790562918,87672.36796224093,32259.83560932751,85452.69663256612,77900.28044667144,36720.47695532642
2020-08-04,116373.99190471986,78785.08744625105,88395.74682191157,32205.433284646348,86133.61424665824,78414.48957989903,36658.55229662812
2020-08-05,116729.15458257258,79098.50934461445,89239.20000977199,32221.398876282983,86941.58214489007,78701.1806117964,36676.72548718219
2020-08-06,118114.50091819048,79662.00126851586,89999.30310016945,32221.398876282983,87658.60060045811,79292.76075651146,36676.72548718219
2020-08-07,119042.49783148024,80344.7059789387,90567.12471128795,32221.398876282983,88221.83139078031,79975.08763003587,36676.72548718219
2020-08-10,119865.35853498663,80906.14835642435,91299.6668582194,32221.398876282983,88867.24317575217,80657.76395556438,36676.72548718219
2020-08-11,119640.54691004226,81100.7221001492,91645.82566647214,32221.398876282983,89143.00056711625,80966.46526087799,36676.72548718219
2020-08-12,119520.46220782361,80943.73477478721,91763.31792948133,32221.398876282983,89222.39316020788,80849.17190188491,36676.72548718219
2020-08-13,120117.6391489063,81651.03028861574,92472.75239085317,32124.734679654135,89816.44469733958,81775.20618969447,36566.69531072065
2020-08-14,118979.17068056716,80496.9652555165,91358.7530716174,31718.18346758521,88735.31163995079,80605.70295790817,36103.92933154063
2020-08-17,120203.77056770491,81258.86497686719,92630.73138278788,31286.144389484456,89918.07419882668,81421.40469362549,35612.151220724336
2020-08-18,121797.75546893767,82558.97728020258,94085.9732849775,31485.42787495358,91308.20072695761,82767.34119477855,35838.990090096326
2020-08-19,122469.55358893426,82546.78154007829,94667.12141870138,31485.42787495358,91817.98404012222,82774.53331355525,35838.990090096326
2020-08-20,121925.63971421981,82532.41239830272,94607.08796664898,31485.42787495358,91727.04196173594,82830.55465007681,35838.990090096326
2020-08-21,122487.02743171816,82887.20097288644,95228.12924128056,31390.97159132872,92364.88193725598,83092.53764587452,35731.473119826034
2020-08-24,123268.15407776795,83609.22303282838,95759.2725878116,31697.766814314367,92838.9719524863,83943.54419129701,36080.68962086707
2020-08-25,124877.6698124984,84040.26863814706,96209.84457104834,31697.766814314367,93223.17400068842,84497.21028889169,36080.68962086707
2020-08-26,124893.08896108036,84643.78124167508,96849.16609700624,31602.673513871425,93754.16042768306,85291.71561997992,35972.44755200447
2020-08-27,124962.92247741058,85076.99762241829,97322.73505833888,31395.99913858142,94190.57642097921,85778.46805144726,35737.195837550644
2020-08-28,125485.85402170553,86996.419281584,98653.26720294918,31958.59058950114,95358.86480856551,88040.9839068241,36487.36958287521
2020-08-31,122179.27653054925,84295.86568323415,95236.8298929225,31560.122289423103,92254.06630227601,85069.511344219,36377.90747412659
2020-09-01,123610.03989656425,85067.64555231448,96402.32951163783,32040.04354126397,93391.99293056579,85788.47053228195,36931.08057645484
2020-09-02,124593.43925125597,85250.66740384501,97138.51585744157,32040.04354126397,93951.90773067209,86129.76852288471,36931.08057645484
2020-09-03,125250.48351657217,85101.48616747097,97493.21520595315,32040.04354126397,94273.75903569859,85878.25966174791,36931.08057645484
2020-09-04,123115.14738893035,83385.50420018598,95541.18681967045,32040.04354126397,92448.90545217122,83995.92373497476,36931.08057645484
2020-09-07,123130.66112219146,83363.89129490998,95222.69330230885,32040.04354126397,92276.4906224411,83815.60316501581,36931.08057645484
2020-09-08,122236.97572252685,82488.15346505339,93952.51047717074,31943.92341064018,91170.42019526009,82789.0413027944,36820.28733472548
2020-09-09,122220.31354848428,81957.97490440738,93524.2498735219,31621.928359971742,90898.59178157304,81991.88380581034,36449.13848949558
2020-09-10,123876.21781059283,82711.13050605424,94254.54993290594,31648.384860429593,91572.62593583627,82842.63956750638,36479.63367746002
2020-09-11,124366.30995959305,82798.13859565168,94465.2395683295,31725.1517655556,91754.23973833973,82947.02839920194,36568.11934868462
2020-09-14,124457.7514365486,81928.80586437487,93730.09825731364,31075.54598068795,91071.85946325296,81990.32415289136,35819.34871880138
2020-09-15,125276.70368315247,82765.56749955344,94547.79494887198,31104.271594890186,91895.40927352973,82772.70974362547,35852.45940953265
2020-09-16,126406.73623897645,83183.1955037813,94920.32745313385,30974.10001416045,92381.50467359429,83039.31347315483,35702.41663164119
2020-09-17,125723.57003679575,82334.2069723852,94028.60459746762,30761.36087353518,91511.11988743904,82185.66210598344,35457.202035285256
2020-09-18,126298.27718490911,82262.48369099639,94111.36657940161,30362.556121651236,91562.41776458714,82158.11445305408,34997.518189752074
2020-09-21,122583.24517031589,79559.07055242543,90864.32130454486,29734.153520330332,88456.34632247474,79369.97817418938,34281.79031877556
2020-09-22,121925.31020250903,78721.10338957071,89864.71820964322,29339.62988440817,87497.72031974111,78518.69395873137,33819.78070250178
2020-09-23,121399.47549479772,78031.46775212447,88958.07579640659,29306.925137067992,86703.95403781343,77785.28563089571,33761.99861723873
2020-09-24,118125.14185808347,75558.38702524696,86046.82555096758,28070.04736945531,83957.55655612104,75230.46500029691,32337.376751195003
2020-09-25,121243.03874112814,77520.94990091394,88436.47025325787,28741.70870687448,86172.04652895102,77287.39260227779,33111.14638999798
2020-09-28,123811.89564386389,79632.3193542657,91145.97849728717,29303.650593270464,88600.17027978157,79588.22407046137,33758.51708830903
2020-09-29,123418.19559941033,78912.07506555563,90675.30834257494,29215.739641490654,88083.70230274182,78906.23100040617,33657.24153704411
2020-09-30,123713.05821067405,78493.7734842461,90375.05097737584,28544.335781315356,87831.46476592118,78444.97423597299,32883.76798586514
2020-10-01,125426.04698981508,80185.0115756272,92054.36780326552,28718.583577254536,89494.38306846369,80109.90232563292,33084.50567819088
2020-10-05,126710.94274453123,80392.35395810925,92203.71728246401,28718.583577254536,89627.61911288407,80318.77066947173,33084.50567819088
2020-10-06,127480.40831660789,80912.17216369971,92918.25414990293,28632.427826522773,90319.94078730351,80836.9844267621,32985.252161156306
2020-10-07,127837.32250604738,80267.93386093208,92682.50018038128,27749.23494842919,90099.29902663636,80181.46025123363,31967.79251828703
2020-10-08,128677.13247804924,80104.58314424186,92752.42322777706,27437.13368848326,90215.15048910883,79933.94721250654,31608.24428781546
2020-10-09,128509.07091549084,80397.33021181644,92827.57056304305,27521.466768514616,90203.27135561226,80368.04833983608,31705.398043941743
2020-10-12,128832.1477607936,80253.08501660413,92769.43923612761,27669.03402563027,90138.56032347707,80230.30761221533,31875.399107637124
2020-10-13,128579.88749604028,79885.73938084162,92330.88876354777,27556.930053238626,89735.63508364845,79832.58477619583,31746.25260912817
2020-10-14,128580.98916433689,80358.37422569,92772.71420929764,27593.566158905967,90172.07160778355,80305.59985842028,31788.4582925219
2020-10-15,125957.70208246208,78523.3870718751,91001.14546967915,27195.613196244747,88420.50872304122,78498.78533597462,31330.006815714198
2020-10-16,126854.9158231798,79331.88829444605,92281.32802679142,27593.66964256438,89569.27414591832,79394.36398204083,31788.577508209375
2020-10-19,127701.22833703643,80247.02283826077,93296.92703924334,27510.888633636685,90497.15835046327,80404.13907917222,31693.211775684747
2020-10-20,128138.23078766417,80102.2646675046,93150.16913415985,27673.863544699503,90364.95953399595,80243.6087676781,31977.183904107696
2020-10-21,127706.08565475223,80195.60745622616,93824.97756284605,26345.978217850126,90774.96480235037,80452.93575739695,31881.25235239537
2020-10-22,127547.04498987406,80582.92166915022,94274.59270353105,26363.987793497894,91159.51163367838,80906.1625666958,31902.925703651457
2020-10-23,127948.22360006986,81155.5971312609,94834.34568306363,26021.260650137465,91678.2837036313,81518.8716193874,31488.193888848225
2020-10-26,126374.54668166376,80427.69509347397,93689.44965364288,26138.650936105838,90501.28710985837,80903.10123748929,31630.247270322507
2020-10-27,128702.94082454663,81654.19469504003,95099.93040233449,25982.791331613054,91988.91791256955,81960.49608594165,31441.64236329847
2020-10-28,127478.6403375517,81019.31275061895,94276.78531027983,25515.233359210786,91171.0511368956,81362.96038336866,30875.8528619028
2020-10-29,127359.12771433011,80193.20742756604,93225.48355297012,25304.230180030245,90330.75874313049,80219.48930853447,30620.518998322037
2020-10-30,127461.70169270693,80157.9987764298,93260.98560767485,25448.63897572843,90243.59811349178,80340.3578041133,30795.26734042694
2020-11-02,127585.63888208577,81072.15127781354,94332.75937461466,25621.35064183728,91107.30216264086,81442.58481709249,31004.26484067461
2020-11-03,128564.41363440483,81991.42242620321,95580.14345954897,25883.593119715646,92236.96606550872,82466.95507795432,31185.690579925285
2020-11-04,129853.42091663068,82697.55545756336,96293.49962641766,26685.017792897157,92953.74873282896,83156.29886612686,32150.320321337775
2020-11-05,132333.38057150188,84551.55598600542,98805.626722623,26685.017792897157,95278.5677063399,85144.16682076568,32150.320321337775
2020-11-06,132762.7812422497,85006.56971504838,99260.55034949207,26685.017792897157,95700.064613398,85641.6840351832,32150.320321337775
2020-11-09,134496.77995894768,85824.4250805543,100757.27694523538,26685.017792897157,97032.82267376683,86597.81541231213,32150.320321337775
