Date,EW_Nifty (buy-hold),S1 (R<0),S1_inv (R>0),S2a (R<0 & PS<0),S2b (R<0 & PS<-0.001),S3 (R<0 & E<=L<=F),S4a (S1 + cross-up 50),S4b (S4a + P<0)
2019-11-21,119344.59709943768,108757.5585764123,96976.47172606325,115893.59980746999,114044.4415511511,105763.82302861358,76539.93618085439,77250.03053177122
2019-11-22,118928.12252162017,109462.21777587585,96575.95091684161,116127.56587830596,114217.10709717488,106020.38362086767,76539.93618085439,77250.03053177122
2019-11-25,120783.53542686932,110904.59552596367,98138.55524194437,116759.47110773856,114598.70655122225,106084.8736298356,76539.93618085439,77250.03053177122
2019-11-26,120050.99917163645,109930.66539422791,97477.16484042989,115933.16230696559,113264.75309214866,105173.38245813128,76539.93618085439,77250.03053177122
2019-11-27,120716.80731565182,110486.76032690253,98093.41331398406,116465.63298005523,114255.67904920797,106070.89375881833,76539.93618085439,77250.03053177122
2019-11-28,121345.01261939965,111447.86337144735,98537.40312123706,116944.20744073595,113868.25354819084,106544.29788053827,76310.31637231183,77018.2804401759
2019-11-29,120491.91965917843,110959.2015861436,97746.57715904,116734.94190860662,113498.3840430117,106086.04401711514,75858.26573402144,76562.03593106988
2019-12-02,119851.31078125902,110410.00947267907,97202.7249536625,115697.83574143967,113100.24482974884,105148.58783068038,75858.26573402144,76562.03593106988
2019-12-03,119309.17750437542,109109.01835294254,96740.84390465585,114683.91943002188,112875.811455305,104872.17021527706,75858.26573402144,76562.03593106988
2019-12-04,120075.13721145531,109695.47174252741,97401.43502659831,115343.08938013692,114150.39790825604,105898.42600913241,75630.69093681937,76332.34982327667
2019-12-05,119456.8192369043,109358.79203649753,96655.31776877583,114940.63939949406,113936.25681557911,105142.68956478106,76043.29003291116,76748.77678103058
2019-12-06,118560.96781271564,108122.14366473015,95868.21197445651,113554.69333300652,112614.68034689558,103381.34951283778,76043.29003291116,76748.77678103058
2019-12-09,118480.28069585972,108139.82226380387,95864.90754892417,113573.25939625881,112671.58345719741,103305.323030747,76043.29003291116,76748.77678103058
2019-12-10,117599.83867046384,106562.12729249317,95282.15091424424,111916.2938390206,110753.5371269994,101772.05459875318,76043.29003291116,76748.77678103058
2019-12-11,118124.94164056753,106835.7097018058,95645.42814545314,112203.62227443917,110985.74075248529,102022.2894093968,76043.29003291116,76748.77678103058
2019-12-12,119015.03504370905,107295.2079809072,96619.00043441071,112686.20783958357,111954.91027124424,102801.51532401623,76043.29003291116,76748.77678103058
2019-12-13,119914.5185064985,108725.01113825613,97259.60325106284,114187.85081871248,113149.13165159358,104034.81592659724,75815.16016281242,76518.5304506875
2019-12-16,119475.33886021191,108100.68892296622,96784.91716601525,113484.93829896853,112110.87747326489,103073.23614675849,75874.820319117,76578.74410026736
2019-12-17,120357.82319002559,109058.77127008534,97443.35296189653,114412.12614496447,112769.78241319016,103796.13475589603,75647.19585815966,76349.00786796656
2019-12-18,120635.55172985075,109611.14191198676,97658.97385826764,114960.8864905318,113539.99642091742,104249.5864188637,75818.47967066703,76521.88075506341
2019-12-19,121110.75918917944,109729.89828462599,98144.47423236273,115099.94250176974,113883.73644214736,104386.19588955084,75865.30183502169,76569.13730904607
2019-12-20,121930.66847373471,110105.65226071658,98812.40919858144,115509.38320082887,113767.25165358397,104712.88051704165,75637.70592951663,76339.42989711893
2019-12-23,121713.82033594795,109794.43975872576,98732.30296838528,115206.86764510312,113290.75199949965,104213.36752726855,74072.89932489769,74760.10589954593
2019-12-24,121436.7863558149,110244.53303399804,98431.813328477,115496.38040791413,113686.50024476112,104630.89362057071,74072.89932489769,74760.10589954593
2019-12-26,121077.27275541796,109731.18578026915,98159.53977801136,115005.33913781661,113248.103210127,104180.98889401607,73850.680626923,74535.8255818473
2019-12-27,122152.82856969976,110533.60131205048,99087.83252254693,115720.00991219265,113890.14179431685,105000.24672107439,73691.54022704362,74375.20876711055
2019-12-30,122340.49330900909,110958.44635825735,99300.89576257246,116152.52388056635,114339.26934957813,105414.7991432293,74080.95035971519,74768.23162732278
2019-12-31,121624.25206425632,110998.86277433968,98633.52131708208,115957.46461072625,114052.18494153827,105150.12288426993,73308.06898308205,73988.1798932676
2020-01-01,121606.78730769837,111884.87487920003,98300.87148490024,117072.59241527382,114634.69362256041,105687.16528406348,73088.1447761328,73766.21535358779
2020-01-02,122565.1760075177,112606.26463527094,99158.46907038176,118120.87064967923,116234.82573888608,107162.40303374079,73208.64892492908,73887.83747189897
2020-01-03,121927.45520907766,112244.18035835077,98589.2013127633,117787.30999216886,115950.049400636,106899.85421035645,72210.27632160082,72880.20253074933
2020-01-06,119824.61284443818,111089.84371619052,96699.3704528111,116483.05474393541,113860.29171234771,104910.0715668422,70080.59611896412,70730.76435656719
2020-01-07,120340.88000558596,111420.18547255345,97089.67650327881,116774.1051233671,113757.37338797766,104797.06683006673,69870.35433060722,70518.57206349749
2020-01-08,120121.25059766439,110662.53497292525,96906.81948680029,116055.18234887338,112236.97663808508,103394.84128622424,69086.0553487743,69726.99679814228
2020-01-09,121888.87760021613,111844.82346077767,98404.4173797105,117294.32927513271,113665.26421763466,104710.61188558255,68878.79718272798,69517.81580774786
2020-01-10,122302.93221446873,112341.99768705656,98766.00418565841,117747.85533559957,114153.69516457114,105160.563798477,69304.54758895177,69785.15774496541
2020-01-13,123270.90375897507,113705.38908615246,99495.55201847764,119177.97832461385,114804.93613508219,105760.49941623447,69625.4109100187,70108.24618175035
2020-01-14,124017.46667217142,114446.62041970875,100062.04580567445,119916.60598341911,115577.28699583933,106472.00377752885,69416.53467728866,69897.9214432051
2020-01-15,124241.85729638682,114303.53121469797,100235.53445806775,120138.7023518538,115204.66944678412,106128.7413760502,70020.5098580515,70506.08504478601
2020-01-16,124519.60859504339,113938.82592595043,100395.6511353893,119537.35916854601,115066.04695249001,106001.03968725156,69810.44832847735,70294.56678965165
2020-01-17,124857.8450841227,113955.75408040466,100617.53704758675,119504.37187276407,115434.24990740523,106340.23528030992,69781.56575685972,70265.48392443242
2020-01-20,123979.1284402166,113430.69572740202,99886.72816447835,118915.68065504619,114905.68986490794,105851.03153410656,69572.22105958914,70054.68747265913
2020-01-21,123337.72117332176,112295.41093159876,99441.67165142742,117770.9908476751,114172.48817922869,105166.7488363294,68370.64107490677,68844.77482335291
2020-01-22,123053.59361723869,111054.53220562336,99220.015190061,116470.47432176673,112332.45558743292,103274.54984473038,68370.64107490677,68844.77482335291
2020-01-23,123942.41507970281,112335.72930623822,99844.43223835866,117814.1515394964,113534.4110079745,104289.13038176947,68165.52915168206,68638.24049888285
2020-01-24,124584.83174367949,112820.544548028,100319.67515493503,118322.61039584772,114167.90611710494,104871.32491450483,69194.22718519928,69674.07230278722
2020-01-27,123865.54750070791,111969.32580889136,99694.85078367025,117429.87916825028,112715.47894611163,103537.16673080382,69194.22718519928,69674.07230278722
2020-01-28,123320.23571228834,111151.1192247349,99143.86720471505,116571.77004221914,111358.04669135011,102290.26886987656,69194.22718519928,69674.07230278722
2020-01-29,124369.77802748495,112507.02299958235,99757.29124164302,117993.7989353454,112891.92733935096,103699.24710324006,69194.22718519928,69674.07230278722
2020-01-30,123246.83157202376,111937.92642238541,98699.99572574225,117396.94848713101,112324.53570841743,103178.05762293629,68986.64450364369,69465.05008587886
2020-01-31,122344.89923943239,110222.2695986718,97955.9527001559,115597.62200152955,109914.05535431471,100963.8603479955,66099.80846830492,66558.19454554401
2020-02-03,121118.90246207791,104646.5805503871,97247.04158292324,109750.01609259218,104470.35160030589,95963.43211501038,66099.80846830492,66558.19454554401
2020-02-04,123457.53662235862,107143.09908084989,99078.91645428861,112368.28558073679,106862.3059510494,98160.61194109134,65901.50904290001,66358.51996190738
2020-02-05,124386.32160910405,106368.89449074268,100102.22521172596,111556.32435107854,106598.52368457844,98116.58850778724,63667.04860455191,64108.56408448291
2020-02-06,124999.04620117537,106984.36911898143,100706.88103731294,112201.81462891193,107144.61595912032,98618.69638037545,63476.04745873825,63916.23839222946
2020-02-07,125640.75671222444,107821.60106027032,100988.23773752672,113079.87694634663,108210.36493937064,99599.64064302377,62274.441122803444,62706.299208931276
2020-02-10,124941.26070321714,105664.79364649046,100053.00445116765,110817.88570758859,106054.34398523576,97615.18275409308,60610.19667185285,61030.513627936336
2020-02-11,125469.92936707266,106725.62127910006,100471.9593898678,111930.448097473,107056.87602403978,98537.9393759106,60428.36608183729,60847.422087052524
2020-02-12,126407.62496275529,106997.4989934529,101095.90463585847,112215.58482500393,107295.11766089768,98757.22318879016,60039.48416051088,60455.84336428967
2020-02-13,126700.47754853277,105901.8024276298,101450.60712474369,111066.4530034077,106064.0125891518,97624.08198917366,59507.83628183748,59920.50863702737
2020-02-14,126433.81828643603,103937.76723486734,101303.54327930394,109006.63515863536,104094.70744388647,95811.48219900933,59507.83628183748,59920.50863702737
2020-02-17,125672.11021515403,102532.11257721865,100680.93650737329,107532.42911686901,102686.9311001604,94515.72815531978,59507.83628183748,59920.50863702737
2020-02-18,125237.90167014138,102366.83998495196,100312.07554992044,107359.09646170208,102521.40895442665,94363.37725767154,59507.83628183748,59920.50863702737
2020-02-19,126909.54948173858,103845.02756244209,101429.78555095111,108909.37273030216,103947.98834624776,95676.43811697236,59329.312772991965,59740.74711111629
2020-02-20,126648.78191411024,104037.99020226019,101260.66851334705,109111.7458294892,104240.67470495743,95945.834271071,58695.5174274836,59102.55654920817
2020-02-24,124134.22534007694,101926.92396052454,98938.21450929946,106897.72648184832,101978.16189900396,93820.67005511127,58695.5174274836,59102.55654920817
2020-02-25,123605.41797109392,101343.35091537789,98454.80318299693,106285.69357299272,101418.34664132088,93324.98580952737,58695.5174274836,59102.55654920817
2020-02-26,122231.10059932365,99930.02807310777,97304.57466772162,104803.44538229825,100152.12901961562,92083.08314436115,58695.5174274836,59102.55654920817
2020-02-27,121711.21262178486,98866.2749653176,97151.75074157871,103687.81484679015,99079.0836384971,91136.79721167708,58695.5174274836,59102.55654920817
2020-02-28,117040.94258783739,95740.56498580417,93177.21703974035,100409.6693140062,96188.1953482501,88171.85210410153,58695.5174274836,59102.55654920817
2020-03-02,116421.40655593523,94570.54612491753,92789.46066570589,99182.59062557148,95079.79482019224,87217.57662514759,58695.5174274836,59102.55654920817
2020-03-03,118747.86918814077,97547.52925292653,94537.03204853531,102304.7561515539,98024.39009134665,90426.84215867784,58519.43087520115,58925.248879560546
2020-03-04,118171.8636155438,97541.31228476796,93868.64868783878,102298.23599244443,97929.90338634019,90377.38075048383,59796.05446090376,60210.72553898789
2020-03-05,118553.6118366147,97534.38238494717,94248.38473298444,102290.96813320958,98260.9348445662,90591.34529049252,58671.00913826725,59077.87830097356
2020-03-06,116104.54514018385,95256.24611757077,92107.17313965067,99901.73103926271,95322.38332092203,88191.10633741811,58671.00913826725,59077.87830097356
2020-03-09,110933.07484390997,90939.94733891104,87878.3293200885,95374.93371892178,90208.1108776316,83977.17508226962,58671.00913826725,59077.87830097356
2020-03-11,110403.26788678627,90333.71590861437,87184.3157648518,94739.13741405486,89612.18883811272,83350.16634695415,58671.00913826725,59077.87830097356
2020-03-12,101154.3529668675,82269.8328260012,80019.40406561496,86281.99248460877,81670.36256852259,76012.68649055708,58671.00913826725,59077.87830097356
2020-03-13,103388.30032854991,85633.9765128986,81328.2623357408,89810.19973068315,84175.84877058095,79081.73820862055,58671.00913826725,59077.87830097356
2020-03-16,96621.59341836385,79612.71973597814,75898.72855210662,83495.29651369309,77345.09710652,73103.103901145,58671.00913826725,59077.87830097356
2020-03-17,94587.87927048835,78543.489114567,73971.16837666761,82373.92133555176,76375.85195571072,72303.68726353346,58671.00913826725,59077.87830097356
2020-03-18,88843.83545910161,74304.01417542223,69126.81719473648,77927.69442256392,72968.36099304551,69098.92268719674,58671.00913826725,59077.87830097356
2020-03-19,85683.53252437215,71485.31910957335,66703.11598476411,74978.41410229524,70678.6232505536,66733.18702669861,58671.00913826725,59077.87830097356
2020-03-20,91070.27550467552,75208.88970196302,72383.70918311363,78978.37207458261,74199.197611746,70300.88585699488,58671.00913826725,59077.87830097356
2020-03-23,79001.99965830005,65149.83808301794,62767.113906018596,68414.10365850297,64866.2661833828,61247.080745735126,58671.00913826725,59077.87830097356
2020-03-24,81575.1152050264,66629.95920408831,64846.25817790897,69968.3850338294,65840.06806196056,62469.696042265845,58671.00913826725,59077.87830097356
2020-03-25,85986.43969436144,70061.00515142088,68665.11440924453,73571.34002230567,69189.29480793634,65724.83194081482,58671.00913826725,59077.87830097356
2020-03-26,89484.93596757585,73230.50352502856,71654.70113317741,76899.64286410567,72708.07395048931,68612.02625398114,58671.00913826725,59077.87830097356
2020-03-27,88477.29770702841,72824.22285729011,70508.964231798,76473.00591983006,72801.76002576301,68538.96274574322,58671.00913826725,59077.87830097356
2020-03-30,86141.76952582398,70496.47802248322,69604.47880491725,74028.6318153392,70476.82837839694,66379.29131900652,58494.996110852444,58900.64466607064
2020-03-31,89499.96625039598,72986.65275276611,72579.61511271527,76643.57419877547,73203.27382407873,68762.19426664118,57113.17953123109,57509.245524924925
2020-04-01,86307.13667972884,70648.91811881136,69924.57530767556,74188.70976648688,70846.45730215333,66597.36693606604,57113.17953123109,57509.245524924925
2020-04-03,84959.37202411826,69509.09389227525,69121.92407123407,72991.77581506975,69542.93918634279,65298.43230009727,56941.8399926374,57336.71778835015
2020-04-07,92237.99032078027,75490.61148572953,76379.12537650774,79272.99121822188,75645.46552533406,71026.61135708631,62445.84384838287,62878.890570678115
2020-04-08,92436.23744285818,75868.72121879138,76665.42284621349,79670.04575200584,75904.44420864008,71262.05679770355,61248.17567149963,61672.91685660563
2020-04-09,95507.28582979651,79349.80056317172,76788.11156962645,83325.54100983882,79375.68707934763,74492.49030174117,61064.431144485134,61487.89810603581
2020-04-13,94586.11042529698,78656.85916816238,77309.5752303093,82597.88049629677,78622.68328955238,73883.80128781387,59119.06282850731,59529.03913445989
2020-04-15,95070.07830030964,78742.24643208945,79129.59246447012,82669.41605467533,78603.67710001025,73993.19477210243,59148.22275312447,59558.40127605419
2020-04-16,95776.84590361413,79506.35387530956,79433.93350537842,83419.77495534968,79292.79779392127,74661.48411976073,58916.075127396514,59324.64376306688
2020-04-17,97623.79853967608,81717.64706890025,79815.2002135148,85961.84838570899,82351.96746236885,77459.62986437502,58195.84025158237,59443.70834484405
2020-04-20,96968.10962882955,80884.13184668972,78100.87776434892,85063.74913213613,80980.74224317101,76479.64533423808,56955.95341849282,58177.23548838352
2020-04-21,94060.09329080947,77488.83357754358,79206.32720938331,81449.33939211234,76728.30162965997,72406.45717410962,56955.95341849282,58177.23548838352
2020-04-22,95917.76847274725,78861.36156286513,80312.8719408362,82750.02903517387,77864.82245155014,73441.79965163399,56785.08555823734,58002.70378191837
2020-04-23,96763.77303455226,79725.72452588468,79357.25801469776,83692.94372773178,78938.84989200592,74484.96835029763,56710.26655254139,57926.280464387404
2020-04-24,94948.93979703214,77978.36484477269,79281.31407723241,81786.57196321753,76511.28472749604,72230.10632742666,54999.40836420888,56178.73707803559
2020-04-27,96963.2750153823,79630.93444589751,80187.38483928824,83427.66957165659,78109.51508702274,73778.75890141416,54834.410139116255,56010.20086680149
2020-04-28,97384.10495442481,80547.09398178053,78895.17067475109,84515.09709653014,79927.13589265234,75495.88763984122,54387.65950000551,55553.87074543277
2020-04-29,98213.15035647867,81711.81225589021,78599.3526090783,85796.23649686761,81363.1347208468,76852.27383820109,54109.539321474374,55269.786955252144
2020-04-30,100981.06027427911,84839.7395524966,78867.1488240847,89270.39869155239,84202.44086180798,79541.19502486869,57581.8627409427,58816.56591586295
2020-05-04,96040.46096547796,79777.8502329686,78843.46362260844,83879.50996213243,77320.26518208212,73241.82843421638,54522.065410930154,55691.15866463304
2020-05-05,95103.32067702101,79126.500586668,77515.75603810091,83211.2436480118,76451.51429480148,72442.96678302257,54358.49921469736,55524.08518863914
2020-05-06,95676.52547118794,79893.42698063237,77568.15698739246,84000.21495460969,76974.93972915525,72884.57074925343,54989.992675932124,56169.119493195285
2020-05-07,94941.74098847869,79387.46580083008,76739.55264193093,83420.33589034592,76790.83666858436,72683.39181448087,53415.601008562364,54560.96882085872
2020-05-08,95751.36653368475,79262.25638866257,78916.32420057648,83241.29503879497,76237.50338749781,72159.6131081852,52953.4983622902,54088.95750582643
2020-05-11,95859.15832359032,79779.99465994851,77950.67548462146,83761.96986809389,76271.13981986283,72151.01463566037,52794.63786720333,53926.69063330895
2020-05-12,95832.5693766755,80040.91957394058,77565.04238302716,84021.34620592791,76808.53787836194,72735.65882452145,52028.345194845184,53143.966675986376
2020-05-13,96969.24699430304,81717.42296639207,76305.40425306064,85846.7880095491,78618.18175913728,74378.03784992524,52490.59597516378,53616.1293014399
2020-05-14,95315.68319474281,80081.60440737344,76002.71107514389,84128.48295194768,76786.17401485759,72761.30828791352,51841.97243904842,52953.597609157856
2020-05-15,95214.56436634724,79860.52902184536,76035.03902171188,83896.23564679163,76736.69831502932,72714.42690203655,51686.446521731275,52794.73681633038
2020-05-18,91987.4855548779,76144.93550910147,75518.91031930971,79984.63446168082,72441.33039436037,68644.20731728087,49274.380320335615,50330.94971437305
2020-05-19,92975.45069314586,77054.359416125,76609.89572053308,81019.2135239368,73068.17334211871,69238.19333361363,49126.557179374606,50179.956865229935
2020-05-20,94727.30766590049,78555.56186280542,78088.70055576571,82597.48114251309,74504.50593505095,70599.23835789773,49983.20997831372,51054.97850255507
2020-05-21,95259.2457160179,79169.2279574545,77999.02349277685,83242.72222340733,74742.31586378731,70824.58311566811,51178.257590499365,52275.65100790515
2020-05-22,95023.39651145771,78506.74063186072,78635.72472307639,82546.14793762684,73525.49133404497,69671.54030386946,50987.46414145976,52080.76645680546
2020-05-26,95481.19121209887,79367.2430273658,78084.51632384151,83450.925762669,74423.02484030164,70522.02821929373,49794.94921569071,50862.68094518005
2020-05-27,97388.59216564398,81636.24378530483,78429.87463323389,85836.67341602927,77306.14056111012,73254.02102204046,50580.12138395415,51664.68922333757
2020-05-28,98693.04509514678,83066.65563602622,79221.44057340646,87340.68424734208,78380.3153566743,74271.89130355322,51220.129894277256,52318.42116152594
2020-05-29,100228.88218807692,84422.50956620708,80534.49434881326,88766.30092944771,79395.15608668962,75233.5376052697,52086.39995518623,53174.43714996928
2020-06-01,102133.8708637906,86613.3697043239,80562.25657406484,91060.42127067408,83187.91440846278,78827.49270143782,52611.5775431396,53710.585223518174
2020-06-02,103240.63418044518,87820.37254217108,80599.61359785087,92382.26247211748,84424.87534551407,79999.61643997279,55297.75502236156,56452.87449073059
2020-06-03,104313.19105630889,88714.50965724379,81066.78764003227,93322.73130627487,87546.78201418511,82957.88359799884,54797.439149733334,55942.10747764332
2020-06-04,104264.72701720506,88282.3594617022,82400.82987983723,92843.65045027745,86736.97827420675,82190.52695903675,54364.93417760711,55500.56787267772
2020-06-05,105355.07067969123,89856.40578984014,82368.81313731601,94671.11768439555,86998.8155335355,82438.63961813477,54364.93417760711,55500.56787267772
2020-06-08,105742.18019604287,90598.48780399487,81888.96023489046,95439.0406801714,88072.76364331634,83456.29509594609,54364.93417760711,55500.56787267772
2020-06-09,104752.25729939489,89520.81201062725,81835.1849148735,94165.13127027432,87170.51378510396,82601.33804336403,54201.83937507429,55334.06616905968
2020-06-10,104651.31250248314,89504.86828706978,81836.97465072457,94321.13352086932,88806.86092208234,84151.9135435963,53675.38316910227,54796.6127750008
2020-06-11,102927.25749013554,87855.01591808008,80682.2972914883,92485.50918155983,87158.55360119879,82590.00477078234,53759.26744258057,54882.24931414243
2020-06-12,103507.26179962573,88692.30127060336,81010.20004542399,93316.56322061151,88181.81897816536,83559.63412870096,53597.989640252825,54717.6025662
2020-06-15,102123.28906718195,86755.99538024592,80633.45678407895,91116.06706502955,86513.703791154,81946.04538711705,53068.89664279703,54177.457300497656
2020-06-16,102382.58177398947,87036.63859721074,80683.64867726016,91359.73951558869,86440.3785275545,81972.45437736061,52909.68995286863,54014.92492859617
2020-06-17,102315.5312929264,86970.38718329332,80688.92215228103,91229.96608039527,85750.69926419626,81143.60479419304,52697.716337779995,53798.523378784485
2020-06-18,103777.22479770897,88879.57450172977,81043.49990536996,93440.1892589317,87874.46267123437,83051.59758381666,52539.62318876665,53637.127808648125
2020-06-19,105414.72120837924,90346.57566209587,81457.5923178704,95287.55433007162,88798.22226552591,83597.73589848824,52828.479901288934,53932.01847339988
2020-06-22,106766.77952907808,91918.10758110936,82071.1096560862,97250.13077812118,90133.51614870939,84596.73943320822,52669.99446158507,53770.22241797968
2020-06-23,109323.33092350964,94589.81975656888,83240.02940128809,100139.61841980576,90133.51614870939,84731.09393557732,54019.581705902434,55148.0013040652
2020-06-24,107642.92227229728,92649.32031049003,82107.64424655924,97962.02934010958,90133.51614870939,84731.09393557732,55605.797568643466,56767.35176374143
2020-06-25,107855.11645908805,92802.60958651575,81828.73115333468,98113.46554297941,90133.51614870939,84731.09393557732,55605.797568643466,56767.35176374143
2020-06-26,108394.67549394461,93148.35145523705,82566.91255572718,97976.93667785033,90133.51614870939,84731.09393557732,55605.797568643466,56767.35176374143
2020-06-29,107350.70982603465,91746.76335891013,82021.49742658706,95999.93827762784,89863.11560026326,84476.90065377059,55605.797568643466,56767.35176374143
2020-06-30,107163.62898322333,91685.51327186495,81864.90229493512,95684.55340413642,89169.17615562094,83824.55454788273,55605.797568643466,56767.35176374143
2020-07-01,107488.57968986798,92701.96503502301,81643.37684578694,97324.85467397058,88685.0686929328,83367.28785625765,55438.98017593753,56597.049708450206
2020-07-02,108617.54604837415,93399.38409777082,82781.29130623098,97833.49010087199,89771.7759598217,83989.01226609503,56790.408880225936,57976.708520919405
2020-07-03,109554.23161185267,93576.899976132,83744.37075636625,98089.3681891338,90883.05184423333,85003.80196392763,57300.517064530315,58497.472398107275
2020-07-06,111218.63659351223,95208.90508259114,84885.5614047262,99610.98876827376,91286.21979809737,85250.27178595825,57128.61551333672,58321.979980912954
2020-07-07,111783.82550467434,96597.84854332989,84532.1669453055,101920.14458582722,89270.34317734472,83111.1573808314,55366.47210374904,56523.0270090266
2020-07-08,110797.26000578099,96105.25756131712,83980.0614489079,101933.75959896552,89270.34317732247,82411.0050886466,55366.47210374904,56523.0270090266
2020-07-09,111472.24467436095,96983.71256921587,84387.665555613,102303.76073215628,87624.01766874886,81739.08784120638,55366.47210374904,56523.0270090266
2020-07-10,111195.08408451389,95387.36867231557,84498.5741499432,100397.62744167118,88161.59613236257,81629.48804075643,55366.47210374904,56523.0270090266
2020-07-13,111651.20332934191,95363.25607706627,85067.05169082708,99553.76812501607,87691.23204918734,81185.9459578896,55366.47210374904,56523.0270090266
2020-07-14,110107.37437981294,93222.38162169428,83835.589768979,96690.42931802344,86179.30969276054,79152.23844160019,55366.47210374904,56523.0270090266
2020-07-15,110540.05394513087,92904.93739084958,84444.73745366686,96168.42031232233,86011.30788663786,78923.24738285574,55366.47210374904,56523.0270090266
2020-07-16,111869.23508259168,93376.6992786713,85573.44093696288,96792.7596637211,84768.19183450469,78977.51443246774,55200.37268743779,56353.457927999516
2020-07-17,113441.60936556007,94907.01000771715,86876.83554866497,98656.08073982038,87758.42935713906,80587.31475548854,55068.39961993476,56218.728063959075
2020-07-20,114658.08635170605,96247.36086073185,87385.2669090097,99925.76360314374,89371.13060300666,82178.20435321078,55167.13626921348,56319.52723143183
2020-07-21,115216.1232315519,97557.39249873953,87809.87999525979,100878.41540719845,89438.33644720176,82960.04593182434,57100.90699186836,58293.69265380277
2020-07-22,114592.73809624457,98731.47797637657,87015.56979724993,102196.8240928924,90110.28391798874,84044.27588529652,55881.44438578563,57048.75659049444
2020-07-23,115527.97433905142,99357.40983309755,87768.91465726422,101944.93951586212,89673.50141630259,83837.1319047649,55881.44438578563,57048.75659049444
2020-07-24,115028.2141212352,98507.45434607024,87198.71418026605,100591.68983003273,88430.38536416943,82724.25104035717,55881.44438578563,57048.75659049444
2020-07-27,114615.85083888803,96236.86866526316,87070.92833876435,99490.61862803783,87321.62978296613,81818.7558579913,55881.44438578563,57048.75659049444
2020-07-28,116655.90320641226,96848.593227825,88945.5634753172,100164.20544348142,87394.64347375647,82372.69788752061,55881.44438578563,57048.75659049444
2020-07-29,116809.02792571601,97163.72504286063,89289.23483989284,100200.88533540262,87447.308102779,82402.86257202437,55881.44438578563,57048.75659049444
2020-07-30,116222.73785111791,94846.71755053735,88619.65335829229,98072.98546636433,85811.68698663634,80652.92753014865,55881.44438578563,57048.75659049444
2020-07-31,116480.55043611569,95879.23871828298,88896.98973174756,98991.65870601415,86226.6849459783,81408.42289789979,55713.80005262828,56877.61032072296
2020-08-03,115005.9785824024,95285.37695226686,87749.00736537324,97864.85182191138,85248.14571527432,80481.76329299583,55778.96864084398,56944.14022107409
2020-08-04,116383.37367364009,95263.95841550632,88625.22232048573,97997.82863453437,85363.97919365238,80591.12031094191,55778.96864084398,56944.14022107409
2020-08-05,116738.33661357359,95275.7490397962,89255.63151641793,98054.52151194177,85413.36324302232,80637.74320624048,55778.96864084398,56944.14022107409
2020-08-06,118123.84172727024,95383.42074736964,90206.73912639984,98349.85437196225,85670.6218830276,80880.61803709462,55778.96864084398,56944.14022107409
2020-08-07,119052.18472094285,95425.1371993502,90868.88263657317,98491.9286548074,85794.37999372996,80997.4566015955,55778.96864084398,56944.14022107409
2020-08-10,119875.10499277081,96714.54875122897,91543.72410490512,99674.97799653639,86824.91098405467,81970.36868711351,55778.96864084398,56944.14022107409
2020-08-11,119649.84242073722,97152.00936561254,91575.00065154211,100030.09523506189,87134.24661917216,82262.40879140224,55778.96864084398,56944.14022107409
2020-08-12,119529.74130640553,98332.56544414432,91487.4451274764,99744.5367678699,86885.50226032664,82027.57219240878,55778.96864084398,56944.14022107409
2020-08-13,120127.26556698166,98432.32370033357,92010.45288440974,100535.12785453018,87311.4433864188,82429.69815774595,55611.63173492145,56773.30780041087
2020-08-14,118988.64831662863,100189.98315538968,90992.69727991174,102326.8131772092,89012.33887210445,84035.49341258366,56008.259924433885,57178.22118962489
2020-08-17,120213.14217663556,105669.91046677632,91964.42438985691,107923.6150300151,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-18,121807.62460118168,105782.6760141556,93175.88205578567,108038.7856161378,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-19,122479.87059202364,104959.00987168774,93482.86667591472,107197.55250370028,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-20,121935.90408117008,109849.26993841544,93062.93022115687,112192.1109594313,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-21,122497.16919667841,112535.52676194943,93466.31381268146,114935.65967650892,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-24,123278.578492397,112777.26935255674,93894.87550285342,115182.55809981425,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-25,124888.49468411012,113301.61587947924,94514.40243675986,115718.08777390915,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-26,124903.96182640563,114511.67947492252,94920.88412914287,116953.95933904611,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-27,124973.78122528778,113382.27724304576,95195.54223877333,115800.46946526191,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-28,125496.73740441813,112172.22391913754,95946.28045809532,114564.60839072906,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-08-31,122189.97567843067,108380.75151519322,93182.17737616083,110692.27229890597,89012.33887210445,84035.49341258366,57607.41210752672,58810.77819753979
2020-09-01,123620.7250082607,107654.66623168957,94265.36560058674,109950.7012284881,88745.30185548813,83783.38693234591,57607.41210752672,58810.77819753979
2020-09-02,124604.34505371214,109953.80648919269,94903.49416962209,112298.87704272608,90373.56490622835,85320.61076679696,57434.58987120414,58634.34586294717
