Date,strategy,ew_nifty
2018-01-01,100000.0,100000.0
2018-01-02,100000.0,99766.6142008887
2018-01-03,100000.0,99874.96584913455
2018-01-04,100000.0,100921.60235735706
2018-01-05,100000.0,101986.33329577059
2018-01-08,100000.0,102591.15114848949
2018-01-09,100000.0,102613.71359934122
2018-01-10,100000.0,102650.13087829668
2018-01-11,100000.0,102752.73388879301
2018-01-12,100000.0,102815.24492886414
2018-01-15,100000.0,102792.20806180456
2018-01-16,100000.0,102335.39553475415
2018-01-17,100000.0,102986.18922620906
2018-01-18,100000.0,102184.19431006478
2018-01-19,100000.0,102782.26052159935
2018-01-22,100000.0,103309.63211082958
2018-01-23,100000.0,104293.67376254451
2018-01-24,100000.0,103977.08329122499
2018-01-25,100000.0,103641.91535356244
2018-01-29,100000.0,103847.80773950812
2018-01-30,100000.0,102905.9572322859
2018-01-31,100000.0,102470.94909466364
2018-02-01,100000.0,102938.06967190802
2018-02-02,100000.0,100583.67939723369
2018-02-05,100000.0,99873.82845014494
2018-02-06,100000.0,98548.68309938468
2018-02-07,100000.0,98671.32894355118
2018-02-08,100000.0,99999.32851645187
2018-02-09,100000.0,99469.9019378622
2018-02-12,100000.0,100397.03404512897
2018-02-14,100000.0,100158.30549950169
2018-02-15,100000.0,100415.32684406167
2018-02-16,100000.0,99453.8134086985
2018-02-19,100000.0,98337.98598630964
2018-02-20,100000.0,98380.66064823772
2018-02-21,100000.0,98423.81906822059
2018-02-22,100000.0,98459.31536762022
2018-02-23,100000.0,99691.87500047231
2018-02-26,100000.0,100478.39374585099
2018-02-27,100000.0,100339.55523760221
2018-02-28,100000.0,99903.493278206
2018-03-01,100000.0,99630.10274093847
2018-03-05,100000.0,98899.93791946718
2018-03-06,100000.0,97938.09493470543
2018-03-07,100000.0,96862.69081990102
2018-03-08,100000.0,97323.02961134815
2018-03-09,100000.0,96931.7985999802
2018-03-12,100000.0,98403.51437744538
2018-03-13,100000.0,98749.44528634149
2018-03-14,100000.0,98788.68165497479
2018-03-15,100000.0,98767.72791002525
2018-03-16,100000.0,97397.06366254443
2018-03-19,100000.0,96081.68316580458
2018-03-20,100000.0,96568.54941338275
2018-03-21,100000.0,96715.68629214767
2018-03-22,100000.0,96184.99995640022
2018-03-23,100000.0,95493.334112812
2018-03-26,100000.0,96730.41294040847
2018-03-27,100000.0,97511.04262221037
2018-03-28,100000.0,97010.80560173467
2018-04-02,100000.0,98485.76095569145
2018-04-03,100000.0,98648.40174469282
2018-04-04,100000.0,97385.31016302556
2018-04-05,100000.0,99471.94734828148
2018-04-06,100000.0,99763.75040819186
2018-04-09,100000.0,100092.07333511436
2018-04-10,100000.0,100531.42472800516
2018-04-11,100000.0,100757.7454421522
2018-04-12,100000.0,100832.58796985121
2018-04-13,100000.0,101155.14216686698
2018-04-16,100000.0,101728.02997014628
2018-04-17,100000.0,101949.51494686039
2018-04-18,100000.0,101703.86784367873
2018-04-19,100000.0,102439.23353166132
2018-04-20,100000.0,102511.91146872625
2018-04-23,100000.0,102829.25330065587
2018-04-24,100000.0,102785.69985303847
2018-04-25,100000.0,102640.94754147586
2018-04-26,100000.0,103128.96788853945
2018-04-27,100000.0,103454.88535901888
2018-04-30,100000.0,103934.0610167041
2018-05-02,100000.0,102773.38149570531
2018-05-03,100000.0,102090.91021832237
2018-05-04,100000.0,101630.85279561712
2018-05-07,100000.0,102443.2358397904
2018-05-08,100000.0,102485.36008288043
2018-05-09,100000.0,102405.81701581735
2018-05-10,100000.0,101989.70407364152
2018-05-11,100000.0,102698.76506492063
2018-05-14,100000.0,102508.17576772391
2018-05-15,100000.0,102424.89555730826
2018-05-16,100000.0,101983.0524485523
2018-05-17,100000.0,101858.19162369556
2018-05-18,100000.0,101117.49147507398
2018-05-21,100000.0,100130.00430535723
2018-05-22,100000.0,100786.54065713342
2018-05-23,100000.0,99921.09648916316
2018-05-24,100000.0,100626.95454353625
2018-05-25,100000.0,101854.06997037971
2018-05-28,100000.0,102470.63710531528
2018-05-29,100000.0,102074.76328339473
2018-05-30,100000.0,102020.73586825722
2018-05-31,100000.0,102660.46092984828
2018-06-01,100000.0,102045.20011162723
2018-06-04,100000.0,101281.04616308886
2018-06-05,100000.0,100751.49985058155
2018-06-06,100000.0,101960.07649115786
2018-06-07,100000.0,102889.22050793598
2018-06-08,100000.0,103062.49306034221
2018-06-11,100000.0,103514.72737740599
2018-06-12,100000.0,103973.9243583271
2018-06-13,100000.0,104299.34388377775
2018-06-14,100000.0,103974.76707199786
2018-06-15,100000.0,103979.93313540884
2018-06-18,100000.0,103757.6478425988
2018-06-19,100000.0,102793.03988356389
2018-06-20,100000.0,103114.60947211582
2018-06-21,100000.0,102451.87868028636
2018-06-22,100000.0,103217.47848129024
2018-06-25,100000.0,102673.05738107963
2018-06-26,100000.0,102779.5769129151
2018-06-27,100000.0,101748.0380364161
2018-06-28,100000.0,100641.71906382675
2018-06-29,100000.0,101760.41654317977
2018-07-02,100000.0,101137.27162270345
2018-07-03,100000.0,101782.69684348881
2018-07-04,100000.0,101913.21509313722
2018-07-05,100000.0,101739.60573408136
2018-07-06,100000.0,101848.06116606788
2018-07-09,100000.0,102674.49349250016
2018-07-10,100000.0,103677.15990349819
2018-07-11,100000.0,103596.50830946017
2018-07-12,100000.0,104001.70269080573
2018-07-13,100000.0,103962.79129753364
2018-07-16,100000.0,102767.95817704935
2018-07-17,100000.0,103621.70354067779
2018-07-18,100000.0,103096.76474329863
2018-07-19,100000.0,102776.5133470011
2018-07-20,100000.0,103570.23644221073
2018-07-23,100000.0,104461.89915207289
2018-07-24,100000.0,105325.25704688045
2018-07-25,100000.0,105319.84869205339
2018-07-26,100000.0,105879.19484360506
2018-07-27,100000.0,106757.39366710772
2018-07-30,100000.0,106948.13467179037
2018-07-31,100000.0,107847.8354866715
2018-08-01,100000.0,108000.52483047999
2018-08-02,100000.0,107548.05759733339
2018-08-03,100000.0,108026.68921992136
2018-08-06,99700.00000000001,108224.63566435123
2018-08-07,99551.04608471831,108068.26343410084
2018-08-08,99796.7898944813,108631.33249049906
2018-08-09,99842.57017788217,108815.72757302958
2018-08-10,99419.30816010672,108335.62996608764
2018-08-13,99275.91850460687,108231.24202333642
2018-08-14,99750.44189535297,109281.41240631408
2018-08-16,99397.947848658,109117.77182237586
2018-08-17,100117.68750940452,110012.83611980577
2018-08-20,101416.73155196436,110746.38645278456
2018-08-21,101344.83019141448,111116.10717201883
2018-08-23,100944.81232333921,111350.20009796193
2018-08-24,100740.14393171536,111106.55984178893
2018-08-27,102067.96982875555,112322.32362069465
2018-08-28,101999.1500894667,112767.95107202015
2018-08-29,101856.53877523041,112638.89210376704
2018-08-30,102161.88726756045,112604.52200771826
2018-08-31,102732.58883477404,113135.70246676868
2018-09-03,102573.50078540551,111875.37221370007
2018-09-04,100805.65865563466,110708.95430665965
2018-09-05,100570.74363003955,110321.28796500387
2018-09-06,100583.39965099696,111307.52746938296
2018-09-07,101584.68106108841,112043.76609493118
2018-09-10,100426.07335127176,110356.32402949751
2018-09-11,98760.50148865282,108948.73564014384
2018-09-12,99441.21230251473,109699.79973486363
2018-09-14,101552.67464082461,111252.80000633124
2018-09-17,100821.79085464793,110365.03617974077
2018-09-18,99442.25944059585,109447.8526292212
2018-09-19,99523.84334031635,109146.36991013646
2018-09-21,98713.28750082868,107866.60058120781
2018-09-24,95713.30271153619,106071.91512678622
2018-09-25,96371.57748370476,107108.34403386433
2018-09-26,96642.45054253732,106903.87424922163
2018-09-27,95585.89366311271,106233.82014059102
2018-09-28,93561.66022316313,104797.65406229437
2018-10-01,93597.45282797827,105375.07314057543
2018-10-03,92277.87437682819,103965.8900076827
2018-10-04,89724.29391430778,101962.89148930211
2018-10-05,86777.72151063956,99461.89102813393
2018-10-08,87172.36613948087,99563.12998721968
2018-10-09,86150.41195023793,99284.82240819494
2018-10-10,89037.37148631146,101442.54234250421
2018-10-11,87451.9020367386,99077.01201487487
2018-10-12,90032.62988464974,101441.24779788998
2018-10-15,89645.70289695844,101656.11811390179
2018-10-16,90455.59902531083,102569.53238954696
2018-10-17,88511.39233865554,101286.54187000265
2018-10-19,87907.81715935192,100506.61188496098
2018-10-22,87066.47340886637,99747.91798041642
2018-10-23,86377.50751467205,98597.60581580493
2018-10-24,87755.41890857634,99408.73314643207
2018-10-25,87043.07033634673,98987.9481429889
2018-10-26,86619.5080069993,98045.64287915517
2018-10-29,87871.75774929306,100223.63342429152
2018-10-30,87732.04082055678,99981.33666231055
2018-10-31,88880.2124079597,101420.5352687963
2018-11-01,89509.75587874991,101528.89163999593
2018-11-02,91645.61035348904,102781.38361085321
2018-11-05,91636.11634998118,102570.82131696433
2018-11-06,91171.83656894458,102113.46019579956
2018-11-07,91787.92083296603,102730.25186669307
