date,weight,close,MA_300,MA_300_gain,MA_200,MA_200_gain,MA_100,MA_100_gain,MA_50,MA_20,price_gain,gain_200dma,gain_200dma_50dma,gain_100dma,gain_100dma_50dma,price_signal,price_gt_50,ma50_gt_ma100,ma100_gt_ma200,strategy1_amt
2013-11-07 15:29:59.712,973.0,219.4,209.3324443,0.0003986941368,210.7405692,0.0004753520161,215.090398,0.0005720415336,217.5184314,221.9987143,-0.01410982295,0.000653380667,0.0006198865118,0.0007486643334,0.0009041916637,0.003,1.0,1.0,1.0,0.0
2013-11-08 15:29:59.712,974.0,216.93,209.3990656,0.0003182557901,210.8158179,0.0003570682025,215.1597921,0.0003226274164,217.5893176,221.6709048,-0.0112579763,0.0005383315232,0.0006200483466,0.0004995397877,0.0008919019779,0.001,-1.0,1.0,1.0,0.0
2013-11-11 15:29:59.712,975.0,213.95,209.4455123,0.0002218096484,210.8615881,0.0002171096539,215.1659525,2.863172519e-05,217.5329804,221.0415238,-0.01373715023,0.0004008276352,0.0006144409501,0.0002033093199,0.0008676828464,0.001,-1.0,1.0,1.0,0.0
2013-11-12 15:29:59.712,976.0,211.15,209.4729736,0.0001311145355,210.8799448,8.705576291e-05,215.1142515,-0.0002402842527,217.3550588,220.1408571,-0.0130871699,0.0002710457285,0.00060328964,-7.110393983e-05,0.0008322454868,0.001,-1.0,1.0,1.0,0.0
2013-11-13 15:29:59.712,977.0,209.12,209.4865599,6.485928833e-05,210.8789323,-4.801015156e-06,215.0210257,-0.0004333778071,217.0896,219.0595238,-0.00961401847,0.0001775648969,0.0005882015803,-0.0002715003258,0.0007888676301,0.001,-1.0,1.0,1.0,0.0
2013-11-14 15:29:59.712,978.0,210.91,209.5117269,0.0001201365801,210.8966627,8.407832903e-05,214.9622158,-0.0002735076758,216.894502,218.1791905,0.008559678653,0.0002653995492,0.0005766806974,-0.000110631086,0.000752504263,0.001,-1.0,1.0,1.0,0.0
2013-11-18 15:29:59.712,979.0,216.63,209.5745635,0.0002999189868,210.9721886,0.0003581179033,215.015695,0.0002487842234,216.924149,217.8626667,0.02712057276,0.0005376576235,0.0005759663756,0.000418076311,0.0007375941798,0.001,-1.0,1.0,1.0,0.0
2013-11-19 15:29:59.712,980.0,217.53,209.6428722,0.0003259400735,211.0571726,0.0004028212447,215.0832337,0.0003141101576,216.9914275,217.6384762,0.004154549231,0.0005796439684,0.0005771113362,0.0004786224685,0.0007259448922,0.003,1.0,1.0,1.0,0.0
2013-11-20 15:29:59.712,981.0,213.6,209.6845471,0.0001987897854,211.1034692,0.0002193553379,215.0687564,-6.7309885e-05,216.8953882,217.0721905,-0.01806647359,0.0004001367962,0.0005709000585,9.704316455e-05,0.000699172739,0.001,-1.0,1.0,1.0,0.0
2013-11-21 15:29:59.712,982.0,209.91,209.7011765,7.93070238e-05,211.1134811,4.742669715e-05,214.9777842,-0.0004229915992,216.6520863,216.2142857,-0.0172752809,0.0002286015974,0.0005579549056,-0.0002653418631,0.0006586583754,0.001,-1.0,1.0,1.0,0.0
2013-11-22 15:29:59.712,983.0,208.96,209.7110299,4.698770791e-05,211.1144746,4.706152981e-06,214.8658515,-0.0005206708856,216.3744314,215.3326667,-0.004525749131,0.0001839721645,0.0005435041141,-0.0003690558869,0.0006150545439,0.001,-1.0,1.0,1.0,0.0
2013-11-25 15:29:59.712,984.0,210.93,209.733621,0.0001077250951,211.1357557,0.0001008035786,214.7909584,-0.0003485573384,216.1787373,214.7011429,0.009427641654,0.000279340552,0.0005331167206,-0.0001956186934,0.0005793884564,0.001,-1.0,1.0,1.0,0.0
2013-11-26 15:29:59.712,985.0,208.34,209.738561,2.35535811e-05,211.131696,-1.922792034e-05,214.6637129,-0.0005924157399,215.8889804,213.861619,-0.0122789551,0.0001575480471,0.0005183972543,-0.0004473744994,0.0005352290344,0.001,-1.0,1.0,1.0,0.0
2013-11-27 15:29:59.712,986.0,207.52,209.7376518,-4.334880431e-06,211.1201269,-5.479591386e-05,214.5212752,-0.0006635384335,215.5760941,212.9979524,-0.003935874052,0.0001197945331,0.0005027067347,-0.0005237149428,0.0004895855559,0.001,-1.0,1.0,1.0,0.0
2013-11-28 15:29:59.712,987.0,210.0,209.7529677,7.30237798e-05,211.1338348,6.492967015e-05,214.4302891,-0.0004241357344,215.3677333,212.4327619,0.01195065536,0.0002399050245,0.0004921501633,-0.0002793797137,0.0004548584932,0.001,-1.0,1.0,1.0,0.0
2013-11-29 15:29:59.712,988.0,211.3,209.7766146,0.0001127371634,211.160808,0.0001277537272,214.3662178,-0.0002987977463,215.2152157,212.0489524,0.00619047619,0.0003014351101,0.0004843083652,-0.0001545703622,0.0004261040348,0.001,-1.0,1.0,1.0,0.0
2013-12-02 15:29:59.712,989.0,211.82,209.8033754,0.0001275680675,211.1932318,0.0001535506561,214.3123287,-0.000251388066,215.0847451,211.7676667,0.002460955987,0.0003256003799,0.0004775611336,-0.0001096076425,0.0003998720207,0.001,-1.0,1.0,1.0,0.0
2013-12-03 15:29:59.712,990.0,213.45,209.8406529,0.0001776783586,211.2420915,0.0002313506975,214.2910277,-9.939227588e-05,215.0187451,211.7116667,0.007695212917,0.0004015693693,0.000473883036,4.102548916e-05,0.0003801893635,0.001,-1.0,1.0,1.0,0.0
2013-12-04 15:29:59.712,991.0,212.0,209.8679517,0.0001300929132,211.2765438,0.0001630936266,214.2419188,-0.000229169235,214.8978353,211.5722381,-0.006793159991,0.0003324586776,0.0004676460508,-9.246714992e-05,0.0003560320712,0.001,-1.0,1.0,1.0,0.0
2013-12-05 15:29:59.712,992.0,215.71,209.9198233,0.0002471627463,211.3480637,0.0003385132075,214.2668099,0.000116182161,214.9291294,211.8494286,0.0175,0.0005056881006,0.0004685702001,0.0002534226265,0.0003466234244,0.003,1.0,1.0,1.0,0.0
2013-12-06 15:29:59.712,993.0,214.64,209.9646002,0.0002133050847,211.4089915,0.0002882820861,214.270699,1.815077619e-05,214.9205725,212.0572381,-0.004960363451,0.0004549655123,0.0004676550139,0.0001528858872,0.0003340116167,0.001,-1.0,1.0,1.0,0.0
2013-12-09 15:29:59.712,994.0,217.67,210.0294492,0.0003088565781,211.5002204,0.0004315277939,214.3340634,0.0002957210516,215.0323216,212.5762857,0.01411666045,0.0005945127747,0.0004723301606,0.0004268349711,0.0003328083077,0.003,1.0,1.0,1.0,0.0
2013-12-10 15:29:59.712,995.0,219.09,210.1034786,0.000352471797,211.6052965,0.0004968132856,214.4251109,0.0004247926033,215.1989176,213.2270476,0.006523636698,0.0006565048382,0.0004794438177,0.0005508824377,0.0003369056898,0.003,1.0,1.0,1.0,0.0
2013-12-11 15:29:59.712,996.0,218.58,210.1739309,0.0003353217694,211.7048189,0.0004703208743,214.5063188,0.0003787239305,215.3385961,213.8047619,-0.002327810489,0.000629502165,0.0004852261494,0.0005028926488,0.0003389894035,0.003,1.0,1.0,1.0,0.0
2013-12-12 15:29:59.712,997.0,215.51,210.2237307,0.0002369455541,211.7733617,0.0003237658284,214.5274337,9.843463634e-05,215.3492627,214.0547143,-0.01404520084,0.0004861264888,0.0004850337333,0.0002248726413,0.0003298657973,0.003,1.0,1.0,1.0,0.0
2013-12-13 15:29:59.712,998.0,214.15,210.2643269,0.0001931096677,211.8281035,0.0002584923364,214.5231089,-2.015943789e-05,215.3007059,214.1447143,-0.006310612037,0.000420462809,0.0004820405454,0.0001036231676,0.0003159249857,0.001,-1.0,1.0,1.0,0.0
2013-12-16 15:29:59.712,999.0,209.28,210.2724547,3.865513639e-05,211.8345119,3.025310431e-05,214.4248119,-0.0004582118458,215.052949,213.7554762,-0.02274106934,0.0001931745374,0.000469795617,-0.0003385805024,0.0002843467655,0.001,-1.0,1.0,1.0,0.0
2013-12-17 15:29:59.712,1000.0,207.83,210.2708645,-7.562829419e-06,211.8266667,-3.70349173e-05,214.3013426,-0.0005758163239,214.7437412,213.2631429,-0.00692851682,0.0001234677913,0.0004546463191,-0.0004626630083,0.000247932966,0.001,-1.0,1.0,1.0,0.0
2013-12-18 15:29:59.712,1001.0,212.97,210.3034159,0.0001548074437,211.8702537,0.0002057675993,214.2838,-8.185937637e-05,214.6376078,213.3065238,0.02473175191,0.000369329702,0.0004492642951,4.295723508e-05,0.0002319536213,0.001,-1.0,1.0,1.0,0.0
2013-12-19 15:29:59.712,1002.0,211.51,210.3261214,0.0001079650858,211.8992443,0.0001368316069,214.2397545,-0.0002055477108,214.4731373,213.2138571,-0.006855425647,0.0002991857952,0.000441130929,-8.49507724e-05,0.0002112943512,0.001,-1.0,1.0,1.0,0.0
2013-12-20 15:29:59.712,1003.0,221.69,210.4164244,0.0004293474793,212.0291517,0.0006130624162,214.4000139,0.0007480376662,214.7059373,214.0830952,0.04813011205,0.0007747062512,0.0004516034502,0.0008774268084,0.0002286107854,0.003,1.0,1.0,1.0,0.0
2013-12-23 15:29:59.712,1004.0,221.96,210.5082895,0.000436587194,212.1609587,0.0006216454864,214.5663149,0.0007756575529,214.9395686,214.9174286,0.001217916911,0.0007815149872,0.0004619345324,0.0009012753592,0.0002463472648,0.003,1.0,1.0,1.0,0.0
2013-12-24 15:29:59.712,1005.0,222.4,210.6028673,0.000449283265,212.2961284,0.0006371089788,214.7410594,0.000814408145,215.1835843,215.7411429,0.00198233916,0.0007948253359,0.0004725192177,0.0009359750031,0.0002651955547,0.003,1.0,1.0,1.0,0.0
2013-12-26 15:29:59.712,1006.0,219.8,210.6797382,0.0003650039329,212.4043478,0.0005097568374,214.8639327,0.0005721927035,215.318251,216.2502857,-0.01169064748,0.0006717776258,0.0004779893804,0.0006993952475,0.0002744669378,0.003,1.0,1.0,1.0,0.0
2013-12-27 15:29:59.712,1007.0,217.65,210.7419271,0.0002951822816,212.4902507,0.0004044313875,214.9441426,0.0003733055613,215.3639059,216.4961905,-0.009781619654,0.0005684407016,0.0004792426207,0.000501944925,0.0002759341173,0.003,1.0,1.0,1.0,0.0
2013-12-30 15:29:59.712,1008.0,219.69,210.817326,0.0003577783197,212.5958055,0.0004967509144,215.0636931,0.0005561933143,215.487898,216.8999524,0.009372846313,0.0006570251582,0.0004839460644,0.0006793815292,0.0002845690728,0.003,1.0,1.0,1.0,0.0
2013-12-31 15:29:59.712,1009.0,221.7,210.9057121,0.0004192541864,212.7207214,0.0005875747178,215.2223089,0.0007375296096,215.6869647,217.4551905,0.009149255769,0.0007434533514,0.000491919663,0.0008539387535,0.0003000640415,0.003,1.0,1.0,1.0,0.0
2014-01-01 15:29:59.712,1010.0,220.11,210.9831147,0.0003670012398,212.829093,0.0005094550314,215.3472218,0.0005803899787,215.8207922,217.8119524,-0.007171853857,0.0006671018177,0.0004968219556,0.0006984785897,0.0003095526133,0.003,1.0,1.0,1.0,0.0
2014-01-02 15:29:59.712,1011.0,216.7,211.037499,0.0002577660052,212.9030726,0.0003476009832,215.4030673,0.0002593279082,215.8241725,217.8122381,-0.01549225387,0.0005091984246,0.0004957349994,0.0003813902938,0.0003072438585,0.003,1.0,1.0,1.0,0.0
2014-01-03 15:29:59.712,1012.0,214.03,211.0737993,0.0001720089197,212.950109,0.0002209283212,215.4053802,1.07374111e-05,215.7302667,217.5358571,-0.01232118136,0.0003832199479,0.0004900954655,0.00013113324,0.0002961115745,0.001,-1.0,1.0,1.0,0.0
2014-01-06 15:29:59.712,1013.0,211.73,211.0944932,9.804110817e-05,212.9740577,0.0001124618172,215.3610119,-0.000205975899,215.5539294,217.0484286,-0.01074615708,0.0002737237931,0.0004805670196,-9.020085263e-05,0.0002773148816,0.001,-1.0,1.0,1.0,0.0
2014-01-07 15:29:59.712,1014.0,208.55,211.0938182,-3.198013582e-06,212.9662423,-3.669659568e-05,215.2545307,-0.0004944311284,215.2610039,216.272,-0.01501912813,0.0001220792869,0.0004655140724,-0.0003866333985,0.0002479401374,0.001,-1.0,1.0,1.0,0.0
2014-01-08 15:29:59.712,1015.0,210.27,211.1043561,4.992085788e-05,212.9757622,4.470145313e-05,215.1832634,-0.00033108398,215.0437647,215.7028095,0.00824742268,0.0002035743514,0.0004540883532,-0.0002209078075,0.0002261200035,-0.001,-1.0,-1.0,1.0,0.0
2014-01-09 15:29:59.712,1016.0,210.68,211.117435,6.195442161e-05,212.989295,6.354167104e-05,215.1199485,-0.0002942368774,214.8499765,215.2146667,0.001949873972,0.0002210485654,0.0004437350743,-0.0001860915499,0.0002066230685,-0.001,-1.0,-1.0,1.0,0.0
2014-01-10 15:29:59.712,1017.0,212.52,211.1425163,0.0001188025262,213.0209343,0.0001485487967,215.0931762,-0.0001244527874,214.7361255,214.939381,0.008733624454,0.0003053757093,0.0004370928554,-1.563723626e-05,0.0001947891217,-0.001,-1.0,-1.0,1.0,0.0
2014-01-13 15:29:59.712,1018.0,218.03,211.2039471,0.0002909446536,213.106991,0.0004039824381,215.1758495,0.0003843602516,214.8458588,215.2030952,0.02592697158,0.0005597902092,0.0004408155602,0.000496362481,0.0002039613199,0.001,1.0,-1.0,1.0,0.0
2014-01-14 15:29:59.712,1019.0,218.31,211.2667916,0.0002975537112,213.1951229,0.000413556779,215.2614337,0.0003977405393,214.9700235,215.475,0.001284226941,0.0005675745709,0.0004450404903,0.000506480676,0.0002140556818,0.001,1.0,-1.0,1.0,0.0
2014-01-15 15:29:59.712,1020.0,219.28,211.3356957,0.000326147318,213.2920572,0.0004546742301,215.3632218,0.0004728581292,215.1386745,215.7962857,0.00444322294,0.000606117362,0.0004511083023,0.0005773610585,0.0002277129225,0.001,1.0,-1.0,1.0,0.0
2014-01-16 15:29:59.712,1021.0,219.46,211.4053451,0.0003295675664,213.3898607,0.0004585425443,215.4656277,0.0004755033833,215.3188157,216.0801905,0.0008208682962,0.0006082746281,0.0004575026208,0.0005768600412,0.0002419432223,0.001,1.0,-1.0,1.0,0.0
2014-01-17 15:29:59.712,1022.0,219.11,211.4722264,0.0003163651543,213.4832338,0.0004375706232,215.5560733,0.0004197678558,215.4898039,216.2998571,-0.001594823658,0.0005862700579,0.0004632823881,0.0005183437472,0.0002544709118,0.001,1.0,-1.0,1.0,0.0
2014-01-20 15:29:59.712,1023.0,215.4,211.5140306,0.0001976817898,213.5384423,0.0002586079324,215.569196,6.087869425e-05,215.5179922,216.13,-0.01693213454,0.0004101435083,0.0004623215638,0.0001621177894,0.0002534524965,-0.001,-1.0,-1.0,1.0,0.0
2014-01-21 15:29:59.712,1024.0,213.74,211.5444658,0.0001438921847,213.5759398,0.0001756007585,215.5469822,-0.0001030474752,215.4842196,215.832,-0.007706592386,0.0003259915881,0.0004582514383,-4.77804617e-06,0.000246349183,-0.001,-1.0,-1.0,1.0,0.0
